0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.0,26323.3,12279.1,25023.7,23595.1,13345.2,22420.1,28080.6,18687.0,17927.9,24435.9,22756.6,20231.0,17552.7,23536.0,19009.2,27897.4,21178.2,27021.0,13466.2,24652.0,25831.1,29352.5,32188.9,24895.5,12282.7,24719.8,86371.7,118689.6,119954.5,84791.7,112826.0,10531.2,11269.4,8367.0,28439.8,613135.7,190917.4,202769.9,145890.6,107704.6,112997.9,374966.2,184638.9,374855.9,311259.1,96726.1,96722.5,290925.3,18427.3
25854.4,0.0,16784.4,5770.5,11858.8,17269.0,9630.9,3364.1,8732.2,9283.6,11388.8,9967.4,9523.9,13412.8,9697.2,10104.5,3365.1,9168.5,700.3,16035.9,10350.9,9141.6,6561.5,7028.6,1842.4,13784.7,6519.8,105460.5,137778.4,139043.3,103880.5,131914.9,29071.7,29809.9,26601.6,48906.7,607034.6,184816.3,181090.7,124211.4,101603.5,106896.8,394055.0,178537.8,368754.8,305158.0,90625.0,90621.4,279906.5,12298.4
12075.8,16775.8,0.0,12801.8,11411.6,1451.0,10236.5,17393.1,9015.5,8806.7,12252.4,10573.1,8047.5,5369.2,11352.5,6825.7,16852.0,8994.7,17473.5,1014.2,12468.5,13647.6,22693.9,19967.1,16884.4,17756.1,12536.2,86575.1,118893.0,120157.9,84995.2,113029.5,21761.6,22499.8,9888.2,33154.2,627352.5,202392.9,194082.6,137203.3,121921.5,127214.8,386196.6,198855.8,386331.4,322734.6,105767.0,105763.4,292898.4,6243.8
25062.8,5827.8,13058.1,0.0,6552.4,13542.7,4383.8,4945.8,5005.9,5504.1,6128.0,5549.0,5797.6,9686.4,4225.6,6378.2,4494.4,5201.6,6525.5,12309.6,5186.8,4550.1,16330.1,7519.8,5936.4,13385.4,1427.6,104087.5,136405.4,137670.3,102507.5,130541.8,27698.7,28436.9,22875.2,46141.2,614905.3,189945.6,181635.3,124756.0,109474.2,114767.5,392682.0,186408.5,373884.2,310287.3,93319.7,93316.2,280451.2,8572.1
23988.7,12047.0,11984.0,6682.9,0.0,11784.6,3138.8,9915.6,6205.7,6606.9,948.8,2169.7,4535.4,6725.7,2697.0,5137.9,9464.2,3772.4,12744.6,11235.5,2062.5,4708.2,22666.8,13856.5,12155.5,16561.9,5812.7,98488.1,130806.0,132070.9,96908.1,124942.5,33674.5,34412.7,21801.2,45067.1,621241.9,196282.3,187972.0,131092.7,115811.0,121104.2,398109.5,192745.2,380220.9,316624.1,99656.4,99652.9,286787.9,6407.9
13184.4,17303.7,1451.0,13329.7,11509.1,0.0,10764.4,17921.0,9543.4,9334.6,11802.8,11101.0,8575.4,5254.6,11880.4,7353.6,17379.9,9522.6,18001.4,1252.9,12996.4,14175.5,23221.8,20495.0,17412.3,18864.8,13064.1,87683.8,120001.7,121266.6,86103.9,114138.2,22870.2,23608.4,10920.7,34262.8,627880.4,202920.8,194610.5,137731.2,122449.4,127742.7,387305.2,199383.7,386859.3,323262.5,106294.9,106291.3,293426.3,6287.2
21933.2,9645.4,9928.5,4180.5,3068.1,10413.1,0.0,8485.5,3675.1,4076.3,2598.1,918.8,2098.0,6788.4,1700.8,3248.6,8034.1,1268.6,10343.1,9180.0,2779.8,4037.9,15563.5,11059.4,9754.0,14031.3,3587.0,96432.5,128750.4,130015.4,94852.6,122886.9,31619.0,32357.2,19745.7,43011.6,618444.9,193485.3,185174.9,128295.6,113013.9,118307.1,396054.0,189948.2,377423.8,313827.0,96859.4,96855.8,283990.8,5385.4
27859.3,3848.9,17093.0,4421.0,11109.4,17577.6,8172.8,0.0,9040.8,9539.0,9379.8,8495.4,9832.5,13721.3,7339.0,10413.0,1161.7,8148.0,4080.3,16344.5,7811.0,6891.9,10598.5,4354.6,5460.0,15789.6,4771.3,107465.4,139783.3,141048.2,105885.5,133919.8,31076.6,31814.9,26910.1,50176.1,609173.7,186955.4,178620.0,121740.6,103742.7,109035.9,396059.9,180677.0,370894.0,307297.2,90304.4,90300.8,277435.8,12607.0
18377.0,8825.8,8864.9,4851.8,6232.2,9349.5,3620.3,9443.1,0.0,613.3,5583.4,3904.1,2420.3,5724.8,4234.1,2153.5,8902.0,2476.0,9523.5,8116.4,5397.6,6409.9,14743.9,12017.1,8934.4,10275.0,4929.6,92876.4,125194.3,126459.2,91296.4,119330.7,24588.3,25326.5,18682.1,39455.4,619402.6,194442.9,186132.6,129253.3,113971.5,119264.8,389571.6,190905.8,378381.4,314784.6,97817.0,97813.5,284948.4,4298.2
17781.4,9369.0,8723.8,5458.9,6659.9,9208.4,4174.1,10050.3,731.8,0.0,6190.0,4510.6,2969.5,5583.7,4783.3,2159.3,9598.9,3025.3,10066.7,7975.3,5946.8,6959.1,15287.1,12624.2,9477.6,9661.7,5483.4,92280.7,124598.6,125863.5,90700.8,118735.1,23975.0,24713.2,18540.9,38859.8,620009.7,195050.0,186739.7,129860.4,114578.6,119871.9,388958.3,191512.9,378988.6,315391.8,98424.1,98420.6,285555.6,4180.7
24616.4,11591.4,12611.8,6161.4,836.0,12352.4,2683.3,9394.2,6358.3,6216.3,0.0,1899.0,4781.3,7293.5,2175.5,5931.8,8942.8,3951.9,12289.0,11863.3,1541.1,4164.4,22122.9,13312.6,11699.9,15878.0,5291.2,99115.8,131433.7,132698.6,97535.9,125570.2,34302.2,35040.5,22428.9,45694.8,620698.1,195738.4,187428.1,130548.8,115267.1,120560.3,398737.3,192201.3,379677.0,316080.2,99112.5,99109.0,286244.0,6975.7
22658.3,10258.2,10653.6,4793.3,2399.5,11138.3,1350.0,9098.2,4400.2,4801.5,2011.7,0.0,2823.2,6272.1,1399.3,3973.7,8646.8,1993.8,10955.8,9905.2,1861.0,3730.1,16176.3,11672.2,10366.7,14756.4,4262.0,97157.7,129475.6,130740.5,95577.8,123612.1,32344.1,33082.4,20470.8,43736.7,619057.6,194098.0,185787.7,128908.4,113626.6,118919.9,396779.1,190560.9,378036.6,314439.8,97472.1,97468.6,284603.6,5157.7
19970.7,9623.9,7966.0,5650.0,4573.1,8450.6,2667.1,10241.3,2661.0,2894.6,4683.0,3003.7,0.0,4825.8,3783.1,1286.0,9700.1,1425.3,10321.6,7217.5,4899.1,6078.2,15542.1,12815.2,9732.5,12556.3,4966.8,94470.0,126787.9,128052.8,92890.1,120924.4,29656.5,30394.7,17783.1,41049.1,620200.7,195241.0,186930.7,130051.4,114769.7,120062.9,394091.4,191703.9,379179.6,315582.8,98615.2,98611.6,285746.6,3422.9
17210.0,13368.9,5205.3,9395.0,6427.3,4308.0,6865.5,13986.3,5543.1,5334.3,6721.0,6180.2,4559.5,0.0,7981.4,3353.2,13445.1,5623.7,14066.6,4456.8,7780.4,10276.5,19287.1,16560.2,13477.5,13349.8,9165.2,91709.4,124027.3,125292.2,90129.4,118163.8,26895.8,27634.0,15022.5,38288.4,623945.7,198986.0,190675.7,133796.4,118514.7,123807.9,391330.8,195448.9,382924.6,319327.8,102360.2,102356.6,289491.6,1071.0
23863.2,9179.4,11858.5,4637.0,3041.1,12343.1,1930.0,7335.8,5605.1,5238.3,2616.8,1992.2,4028.0,8718.4,0.0,5178.6,6884.4,3198.6,9782.6,11110.0,1302.6,2330.7,18649.7,9839.4,10205.3,14900.0,3248.5,98362.6,130680.5,131945.4,96782.6,124816.9,33549.0,34287.2,21675.7,44941.6,617224.9,192265.2,183954.9,127075.6,111793.8,117087.1,397984.0,188728.1,376203.8,312606.9,95639.3,95635.8,282770.8,7315.4
19024.8,9950.1,7020.1,5976.1,5896.7,7504.7,3410.9,10567.4,2189.8,2277.1,5426.7,3747.4,1221.8,3880.0,4526.8,0.0,10026.3,2169.0,10647.8,6271.6,5642.8,6821.9,15868.2,13141.4,10058.7,11938.8,5710.6,93524.1,125842.0,127107.0,91944.2,119978.5,28710.6,29448.8,16837.3,40103.2,620526.9,195567.2,187256.9,130377.6,115095.8,120389.1,393145.6,192030.1,379505.8,315908.9,98941.3,98937.8,286072.8,2477.0
27699.0,3297.2,16954.3,4860.0,11420.0,17438.9,8483.4,802.7,8902.1,9453.5,9690.4,8806.0,9693.8,13582.7,7649.7,10274.4,0.0,8458.6,3618.3,16205.8,8121.6,7202.5,8768.5,4467.3,4908.3,15629.3,5082.0,107305.1,139623.0,140887.9,105725.2,133759.5,30916.3,31654.5,26771.5,50037.4,608376.9,186158.7,178680.4,121801.0,102945.9,108239.2,395899.6,179880.2,370097.2,306500.4,90364.8,90361.2,277496.2,12468.3
21643.5,9596.9,9638.8,4135.0,3727.7,10123.4,1241.8,8440.0,2962.7,3363.9,3257.7,1578.3,1808.3,6498.7,2357.8,2958.9,7988.6,0.0,10294.5,8890.3,3473.8,4652.9,15515.0,11013.9,9705.4,13318.9,3541.5,96142.9,128460.8,129725.7,94562.9,122597.2,27632.1,28370.4,19456.0,42721.9,618399.4,193439.8,185129.4,128250.1,112968.4,118261.6,395764.3,189902.7,377378.3,313781.5,96813.9,96810.3,283945.3,5095.7
26622.0,700.3,17552.0,6538.2,12626.4,18036.7,10398.5,3360.1,9499.9,10051.2,12156.5,10735.1,10291.6,14180.4,10464.8,10872.1,3968.3,9936.1,0.0,16803.6,10954.2,9744.8,5861.2,6923.8,1932.9,14552.4,7123.0,106228.1,138546.0,139811.0,104648.2,132682.5,29839.4,30577.6,27369.2,49674.3,606334.3,184116.1,180390.4,123511.1,100903.3,106196.5,394822.6,177837.6,368054.6,304457.8,89924.7,89921.2,279206.3,13066.1
