0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0.0,2138.4,2025.1,1777.1,1918.3,1373.9,1923.1,1446.4,1606.8,1949.7,1620.0,1766.7,1747.2,1911.2,1375.1,1622.5,1850.8,2190.1,2076.9,1033.7,1792.9,1864.5,2015.7,1310.0,2113.9,1690.0,1426.6,1650.8,6263.2,7128.4,6264.9,6572.4,5547.4,2317.0,811.1,2260.5,3410.1,9651.8,12962.9,10606.4,10223.8,6208.7,24616.7,19123.9,18176.1,17114.0,5836.6,16050.9,14136.3
2078.6,0.0,223.6,1008.8,926.8,1035.2,885.9,922.8,651.9,612.9,643.0,962.0,455.3,807.3,927.2,917.6,893.3,620.2,94.1,1290.8,455.7,639.2,938.1,959.7,560.9,565.0,777.1,687.4,7875.9,8741.1,7877.6,8185.1,7160.1,1550.6,1470.9,1468.1,2506.7,11264.5,14575.6,8755.7,9320.4,5305.3,23636.8,20736.6,17196.2,15660.5,4762.8,14597.4,13232.9
1979.5,216.9,0.0,900.0,886.3,936.1,845.6,823.7,552.8,570.2,543.9,853.2,301.3,726.9,828.1,818.5,784.5,611.5,194.3,1191.7,335.3,592.6,980.5,822.2,552.2,465.9,678.0,578.6,7757.1,8622.3,7758.8,8066.3,7041.3,1598.5,1371.8,1516.0,2549.1,11145.7,14456.8,8798.1,9362.8,5347.7,23679.2,20617.8,17238.6,15702.9,4805.2,14639.8,13275.3
1641.9,1006.4,900.4,0.0,189.1,416.3,193.9,365.9,442.8,491.0,518.6,43.8,666.2,281.1,530.4,177.7,193.5,702.9,926.3,854.1,667.1,438.6,1684.4,1085.2,560.8,496.6,794.0,352.5,7534.9,8400.1,7536.6,7844.1,6819.1,2270.7,1034.2,2188.2,3253.0,10923.5,14465.1,9502.0,10066.7,6051.6,24383.1,20626.1,17942.5,16406.8,5509.1,15343.7,13979.2
1789.3,951.6,889.3,157.1,0.0,563.7,80.6,513.3,549.2,403.6,626.3,174.0,685.0,193.7,653.1,300.4,202.0,593.7,871.5,1001.5,685.9,377.1,1591.7,1192.9,451.6,604.3,901.7,413.0,7682.3,8547.5,7684.0,7991.5,6966.5,2220.8,1181.6,2138.3,3160.3,11070.9,14612.5,9409.3,9974.0,5958.9,24290.4,20773.5,17849.8,16314.1,5416.4,15251.0,13886.5
1225.6,1048.5,942.5,489.9,631.1,0.0,635.9,184.0,443.6,786.5,456.8,479.5,685.5,715.8,211.9,370.2,614.0,1026.9,968.4,437.8,686.4,701.3,1613.3,876.5,950.7,526.8,546.2,487.6,7118.6,7983.8,7120.3,7427.8,6402.8,2198.6,617.9,2116.1,3295.1,10507.2,14048.8,9544.1,10108.8,6093.7,24425.2,20209.8,17984.6,16448.9,5551.2,15385.8,14021.3
1808.9,906.1,843.8,175.1,56.7,583.3,0.0,532.9,503.7,358.1,615.5,188.8,639.5,148.2,667.9,315.2,169.1,548.2,826.0,1021.1,640.4,331.6,1546.2,1157.5,406.1,561.9,866.0,393.0,7701.9,8567.1,7703.6,8011.1,6986.1,2175.3,1201.2,2092.8,3114.8,11090.5,14632.1,9363.8,9928.5,5913.4,24244.9,20793.1,17804.3,16268.6,5370.9,15205.5,13841.0
1312.7,925.8,819.8,365.2,506.4,147.8,511.2,0.0,320.9,675.3,334.1,354.8,562.8,589.0,198.9,197.7,459.1,915.7,845.7,524.9,563.7,590.1,1490.6,911.8,839.5,404.1,533.4,376.4,7205.7,8070.9,7207.4,7514.9,6489.9,2075.9,705.0,1993.4,3172.4,10594.3,14135.9,9421.4,9986.1,5971.0,24302.5,20296.9,17861.9,16326.2,5428.5,15263.1,13898.6
1485.8,687.1,581.1,509.5,569.5,442.4,523.1,330.0,0.0,459.8,125.4,468.1,324.1,429.4,334.4,321.0,416.0,739.2,607.0,698.0,325.0,382.7,1289.0,692.0,624.0,111.5,362.3,188.8,7378.8,8244.0,7380.5,7688.0,6663.0,1874.3,878.1,1791.8,2933.7,10767.4,14269.8,9182.7,9747.4,5732.3,24063.8,20430.8,17623.2,16087.5,5189.8,15024.4,13659.9
1858.2,637.5,603.5,519.2,448.0,826.0,407.3,702.5,534.5,0.0,622.1,496.2,580.6,288.6,706.8,566.9,380.2,329.0,557.4,1070.4,581.0,145.7,1270.7,1085.0,164.2,554.5,892.6,423.8,7751.2,8616.4,7752.9,8060.4,7035.4,1899.8,1250.5,1817.3,2839.3,11139.8,14681.4,9088.3,9653.0,5637.9,23969.4,20842.4,17528.8,15993.1,5095.4,14930.0,13565.5
