0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
6280.7,7505.8,6839.7,7490.8,7782.9,6946.8,7585.9,7708.5,7281.2,7215.9,7799.0,7619.2,7417.5,7216.1,7700.2,7279.8,7689.1,7464.7,7544.0,6921.4,7822.9,7928.6,7624.4,8027.5,7382.6,6449.9,7604.9,2981.9,0.0,1354.8,1953.4,1078.7,5681.6,5668.2,6178.8,4931.3,34530.6,13839.2,15630.3,13144.3,11369.4,10945.3,15754.6,14178.2,22216.6,19160.9,9898.0,9897.5,19343.5,7276.3
6668.9,7894.0,7227.9,7879.0,8171.1,7335.0,7974.1,8096.7,7669.4,7604.1,8187.2,8007.4,7805.7,7604.3,8088.4,7668.0,8077.3,7852.9,7932.2,7309.6,8211.1,8316.8,8012.6,8415.7,7770.8,6838.1,7993.1,2924.3,1323.6,0.0,2641.4,842.2,6069.8,6056.4,6567.0,5319.5,34918.8,14227.4,16018.5,13532.5,11757.6,11333.5,17033.0,14566.4,22604.8,19549.1,10286.2,10285.7,19731.7,7664.5
4434.0,5659.1,4993.0,5644.1,5936.2,5100.1,5739.2,5861.8,5434.5,5369.2,5952.3,5772.5,5570.8,5369.4,5853.5,5433.1,5842.4,5618.0,5697.3,5074.7,5976.2,6081.9,5777.7,6180.8,5535.9,4603.2,5758.2,1135.2,1963.1,2602.7,0.0,2072.9,3834.9,3821.5,4332.1,3084.6,32683.9,11992.5,13783.6,11297.6,9522.7,9098.6,16682.3,12331.5,20369.9,17314.2,8051.3,8050.8,17496.8,5429.6
6084.6,7309.7,6643.6,7294.7,7586.8,6750.7,7389.8,7512.4,7085.1,7019.8,7602.9,7423.1,7221.4,7020.0,7504.1,7083.7,7493.0,7268.6,7347.9,6725.3,7626.8,7732.5,7428.3,7831.4,7186.5,6253.8,7408.8,2340.0,1097.5,808.2,2057.1,0.0,5485.5,5472.1,5982.7,4735.2,34334.5,13643.1,15434.2,12948.2,11173.3,10749.2,16806.9,13982.1,22020.5,18964.8,9701.9,9701.4,19147.4,7080.2
802.5,1876.6,1493.1,1861.6,2297.4,1619.5,2019.0,2079.3,1652.0,1586.7,2232.1,2052.3,1901.8,1869.5,2091.5,1809.4,2059.9,1922.0,1914.8,1574.8,2222.3,2299.4,1995.2,2398.3,1753.4,820.7,1975.7,4310.3,5722.9,6018.3,3875.3,5488.5,0.0,123.2,1265.8,1770.4,30379.4,9688.0,10886.9,8400.9,7218.2,6966.5,18565.9,10027.0,18065.4,15009.7,5746.8,5746.3,15192.3,1929.7
904.9,1979.0,1595.5,1964.0,2399.8,1721.9,2121.4,2181.7,1754.4,1689.1,2334.5,2154.7,2004.2,1971.9,2193.9,1911.8,2162.3,2024.4,2017.2,1677.2,2324.7,2401.8,2097.6,2500.7,1855.8,923.1,2078.1,4326.8,5739.4,6034.8,3891.8,5505.0,154.8,0.0,1368.2,1786.9,30481.8,9790.4,10989.3,8503.3,7320.6,7068.9,18582.4,10129.4,18167.8,15112.1,5849.2,5848.7,15294.7,2032.1
703.9,2039.3,756.3,1720.9,1699.5,863.4,1502.5,2170.6,1427.6,1418.7,1715.6,1535.8,1334.1,1132.7,1616.8,1196.4,2121.1,1381.3,2077.5,838.0,1739.5,1874.6,2203.0,2257.6,1961.2,1028.5,1756.3,4732.4,6145.0,6440.4,4297.4,5910.6,1284.0,1345.0,0.0,1493.8,30909.0,10217.6,10792.4,8306.4,7747.8,7496.1,19622.4,10556.6,18595.0,15539.3,6276.4,6275.9,15682.0,1192.9
1929.4,3308.7,2171.2,3135.8,3114.4,2278.3,2917.4,3511.4,2828.3,2740.2,3130.5,2950.7,2749.0,2547.6,3031.7,2611.3,3492.0,2796.2,3346.9,2252.9,3154.4,3289.5,3427.3,3672.5,3185.5,2252.8,3171.2,3405.3,4817.9,5113.3,2970.3,4583.5,1717.9,1704.5,1510.3,0.0,30537.1,9845.7,11636.8,9150.8,7375.9,7083.3,18309.4,10184.7,18223.1,15167.4,5904.5,5904.0,15350.0,2607.8
30223.3,29030.5,30278.1,29416.6,29791.8,30375.3,29689.0,29095.9,29720.1,29782.1,29782.0,29783.2,29790.8,30109.9,29655.6,29831.6,29191.1,29782.9,28936.8,30247.2,29625.2,29435.8,28590.8,28982.2,29060.5,29481.4,29428.5,32660.4,34073.0,34368.4,32225.4,33838.6,30004.4,30065.4,30528.7,30089.7,0.0,22656.1,32385.7,30108.8,25748.4,25496.7,20390.9,19924.8,19333.1,21739.4,27051.2,27050.7,26223.8,30029.6
9963.6,8770.8,9876.7,8989.9,9365.1,9973.9,9262.3,8811.3,9318.7,9379.8,9355.3,9356.5,9389.4,9708.5,9228.9,9430.2,8909.1,9356.2,8677.1,9845.8,9198.5,9009.1,8331.1,8555.5,8800.8,9221.7,9001.8,12428.9,13841.5,14136.9,11993.9,13607.1,9772.9,9833.9,10269.0,9858.2,23255.5,0.0,9801.7,7515.5,8422.2,8170.5,21909.9,2809.7,8435.3,5379.6,4457.9,4457.4,8952.2,9628.2
10743.0,9119.5,10012.9,9126.1,9501.3,10110.1,9398.5,8947.5,9454.9,9516.0,9491.5,9492.7,9525.6,9844.7,9365.1,9566.4,9045.3,9492.4,9025.8,9982.0,9334.7,9145.3,8902.7,8691.7,9210.9,10001.1,9138.0,14258.7,15671.3,15966.7,13823.7,15436.9,10866.5,10927.5,10708.9,11688.0,33018.8,9784.2,0.0,3449.2,11654.5,11402.8,28514.3,12573.0,17243.8,14894.2,5955.8,5955.3,9841.9,9764.4
8303.6,6680.1,7573.5,6686.7,7061.9,7670.7,6959.1,6508.1,7015.5,7076.6,7052.1,7053.3,7086.2,7405.3,6925.7,7127.0,6605.9,7053.0,6586.4,7542.6,6895.3,6705.9,6463.3,6252.3,6771.5,7561.7,6698.6,11819.3,13231.9,13527.3,11384.3,12997.5,8427.1,8488.1,8269.5,9248.6,30809.2,7595.9,3442.8,0.0,9215.1,8963.4,26074.9,10363.4,15761.6,12705.9,3516.4,3515.9,8644.2,7325.0
7501.1,6308.3,7555.9,6694.4,7069.6,7653.1,6966.8,6373.7,6997.9,7059.9,7059.8,7061.0,7068.6,7387.7,6933.4,7109.4,6468.9,7060.7,6214.6,7525.0,6903.0,6713.6,5868.6,6260.0,6338.3,6759.2,6706.3,9938.2,11350.8,11646.2,9503.2,11116.4,7282.2,7343.2,7806.5,7367.5,26168.5,8255.9,11590.2,9104.2,0.0,2044.5,21400.9,5816.1,16524.4,13468.7,5857.9,5857.4,15303.4,7307.4
7252.8,6060.0,7307.6,6446.1,6821.3,7404.8,6718.5,6125.4,6749.6,6811.6,6811.5,6812.7,6820.3,7139.4,6685.1,6861.1,6220.6,6812.4,5966.3,7276.7,6654.7,6465.3,5620.3,6011.7,6090.0,6510.9,6458.0,9537.7,10950.3,11245.7,9102.7,10715.9,7033.9,7094.9,7558.2,7067.2,25920.2,8007.6,11341.9,8855.9,2041.3,0.0,19706.7,5567.8,16276.1,13220.4,5609.6,5609.1,15055.1,7059.1
19154.4,20379.5,19845.0,20364.5,20788.2,19971.4,20521.9,20582.2,20154.9,20089.6,20735.0,20555.2,20404.7,20221.4,20594.4,20285.1,20562.8,20424.9,20417.7,19926.7,20725.2,20802.3,20498.1,20901.2,20256.3,19323.6,20478.6,17785.5,15772.9,17074.0,16698.8,16797.9,18555.3,18541.9,19617.7,18363.4,20345.9,21881.0,28504.0,26018.0,21714.9,20030.0,0.0,19149.7,23908.8,23770.1,22771.7,22771.2,28350.3,20281.6
10501.1,9308.3,10555.9,9694.4,10069.6,10653.1,9966.8,9373.7,9997.9,10059.9,10059.8,10061.0,10068.6,10387.7,9933.4,10109.4,9468.9,10060.7,9214.6,10525.0,9903.0,9713.6,8868.6,9260.0,9338.3,9759.2,9706.3,12938.2,14350.8,14646.2,12503.2,14116.4,10282.2,10343.2,10806.5,10367.5,20470.4,2811.6,12541.2,10264.3,6026.2,5774.5,19124.8,0.0,11080.1,8024.4,7206.7,7206.2,11597.0,10307.4
18398.2,17205.4,18311.3,17424.5,17799.7,18408.5,17696.9,17245.9,17753.3,17814.4,17789.9,17791.1,17824.0,18143.1,17663.5,17864.8,17343.7,17790.8,17111.7,18280.4,17633.1,17443.7,16765.7,16990.1,17235.4,17656.3,17436.4,20863.5,22276.1,22571.5,20428.5,22041.7,18207.5,18268.5,18703.6,18292.8,19367.4,8452.9,17288.8,15778.6,16738.0,16486.3,23957.7,11125.5,0.0,3175.1,12892.5,12892.0,7659.5,18062.8
15289.5,14096.7,15202.6,14315.8,14691.0,15299.8,14588.2,14137.2,14644.6,14705.7,14681.2,14682.4,14715.3,15034.4,14554.8,14756.1,14235.0,14682.1,14003.0,15171.7,14524.4,14335.0,13657.0,13881.4,14126.7,14547.6,14327.7,17754.8,19167.4,19462.8,17319.8,18933.0,15098.8,15159.8,15594.9,15184.1,21679.6,5344.2,14880.9,12669.9,13629.3,13377.6,23780.7,8016.8,3076.4,0.0,9783.8,9783.3,5557.1,14954.1
6006.2,4802.4,5695.8,4809.0,5184.2,5793.0,5081.4,4630.4,5137.8,5198.9,5174.4,5175.6,5208.5,5527.6,5048.0,5249.3,4728.2,5175.3,4708.7,5664.9,5017.6,4828.2,4373.7,4374.6,4843.4,5264.3,4820.9,8471.5,9884.1,10179.5,8036.5,9649.7,5815.5,5876.5,6311.6,5900.8,27705.4,4503.4,5936.3,3450.3,5867.3,5615.6,22727.1,7259.6,12880.8,9825.1,0.0,97.5,9649.5,5447.3
6006.7,4802.9,5696.3,4809.5,5184.7,5793.5,5081.9,4630.9,5138.3,5199.4,5174.9,5176.1,5209.0,5528.1,5048.5,5249.8,4728.7,5175.8,4709.2,5665.4,5018.1,4828.7,4374.2,4375.1,4843.9,5264.8,4821.4,8472.0,9884.6,10180.0,8037.0,9650.2,5816.0,5877.0,6312.1,5901.3,27705.9,4503.9,5936.8,3450.8,5867.8,5616.1,22727.6,7260.1,12881.3,9825.6,0.5,0.0,9650.0,5447.8
15518.0,14063.1,14956.5,14069.7,14444.9,15053.7,14342.1,13891.1,14398.5,14459.6,14435.1,14436.3,14469.2,14788.3,14308.7,14510.0,13988.9,14436.0,13969.4,14925.6,14278.3,14088.9,13846.3,13635.3,14154.5,14776.1,14081.6,17983.3,19395.9,19691.3,17548.3,19161.5,15327.3,15388.3,15652.5,15412.6,26173.2,8859.5,9946.5,8665.2,15379.1,15127.4,28314.1,11532.1,7570.0,5519.0,9680.4,9679.9,0.0,14708.0
1250.0,1064.2,440.7,745.8,562.9,537.9,527.4,1195.5,452.5,443.6,588.8,540.3,359.0,179.0,641.7,221.3,1146.0,406.2,1102.4,409.8,711.5,899.5,1570.8,1282.5,1064.1,1222.2,781.2,5787.1,7199.7,7495.1,5352.1,6965.3,1854.0,1915.0,1136.7,2548.5,30444.1,9676.2,9817.3,7331.3,7282.9,7031.2,20273.2,10091.7,18053.6,14997.9,5506.2,5505.7,14706.9,0.0
