0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
1666.7,224800.0,7806.8,225.5,298.2,657.5,208.0,422.2,128.4,1227.8,2055.6,590.8,529.3,182.8,273.9,1102.6,595.1,53.0,219.9,445.7,0.0,7566.5,1162.8,819.1,1477.1,7964.3,21105.5,17726.0,14810.2,930.2,14502.1,1616.3,13296.1,23318.8,597.4,287.4,673.3,7574.4,7539.2,9276.5,19488.4,3350.1,345.1,207.8,307.4,397.0,5760.8,5767.4,7418.1
6260.7,220379.5,1189.0,7586.4,7451.3,7153.7,7677.3,7915.8,7751.0,7475.7,7928.3,7252.6,7404.2,7709.9,7846.9,6627.2,7109.5,7616.5,7649.6,7240.1,7633.1,0.0,7953.2,7092.1,6232.2,1408.4,16150.2,22137.8,19222.0,7842.3,19387.5,7486.6,19357.9,27730.6,7484.2,7815.2,7227.0,1006.4,731.7,15338.3,23823.7,10297.7,7728.0,7774.7,7822.3,7728.0,10096.1,10102.7,1016.8
2392.1,223921.1,8366.7,1355.2,1214.6,1531.5,1323.8,842.0,1205.1,612.2,1176.7,1337.6,907.1,1290.5,944.1,1976.6,1469.1,1176.1,1335.7,1319.7,1152.3,8126.4,0.0,1693.1,2351.1,8524.2,21434.9,16923.6,14007.8,434.3,13704.8,968.0,12498.8,22516.4,789.5,1221.2,1384.1,8134.3,8099.1,8479.2,18609.5,2552.8,837.1,997.0,1241.2,753.9,4881.9,4888.5,7978.0
1107.2,225005.0,7247.3,608.3,634.6,225.1,699.2,1128.5,817.1,1559.0,2389.2,542.2,959.9,731.8,1030.2,540.5,264.1,799.8,671.5,423.4,816.4,7007.0,1653.4,0.0,917.6,7404.8,20546.0,18216.6,15300.8,1420.8,14992.7,1947.5,13786.7,23809.4,1032.1,837.1,521.7,7014.9,6979.7,9767.1,19979.0,3840.7,1008.4,958.0,844.2,1061.2,6251.4,6258.0,6858.6
605.0,224502.8,6396.1,1424.1,1289.0,991.4,1515.0,1782.9,1588.7,1975.4,2428.0,1205.2,1614.3,1547.6,1684.6,464.9,947.2,1454.2,1487.3,1077.8,1470.8,6155.8,2307.8,929.8,0.0,6553.6,20043.8,18437.3,15521.5,2075.2,15647.1,1986.3,14441.1,24030.1,1686.5,1652.9,1184.7,6163.7,6128.5,10421.5,20123.2,4495.1,1662.8,1612.4,1660.0,1715.6,6395.6,6402.2,6007.4
6703.6,221682.4,344.8,8029.3,7894.2,7596.6,8120.2,8358.7,8193.9,7918.6,8371.2,7695.5,7847.1,8152.8,8289.8,7070.1,7552.4,8059.4,8092.5,7683.0,8076.0,1416.1,8396.1,7535.0,6675.1,0.0,17517.3,22580.7,19664.9,8285.2,19830.4,7929.5,19800.8,28173.5,7927.1,8258.1,7669.9,609.9,823.0,15781.2,24266.6,10740.6,8170.9,8217.6,8265.2,8170.9,10539.0,10545.6,706.6
19572.2,205111.6,17272.8,21029.5,20826.6,20596.8,21120.4,21227.3,21124.8,20787.2,21239.8,20586.6,20715.7,21100.6,21178.9,20141.5,20552.6,20990.3,21092.7,20683.2,21000.7,16140.8,21264.7,20535.2,20045.1,17492.2,0.0,24200.0,24201.2,21153.8,28656.5,20798.1,32669.4,25753.8,20795.7,21258.3,20538.5,17090.2,16815.5,28649.8,11193.3,23609.2,21039.5,21106.7,21265.4,21039.5,21568.8,21587.3,17100.6
18320.9,209668.6,22389.2,17857.8,17717.2,18034.1,17826.4,17344.6,17707.7,16848.9,16418.3,17840.2,17429.1,17793.1,17446.7,18479.2,17971.7,17678.7,17838.3,17822.3,17654.9,22148.9,16868.6,18195.7,18567.0,22546.7,24243.4,0.0,3116.0,16992.6,7538.4,16590.0,13315.3,6233.1,17393.2,17723.8,17886.7,22156.8,22121.6,17518.8,13061.9,14622.3,17339.7,17499.6,17743.8,17256.5,15250.5,15205.6,22000.5
15370.6,212202.1,19438.9,14907.5,14766.9,15083.8,14876.1,14394.3,14757.4,13898.6,13468.0,14889.9,14478.8,14842.8,14496.4,15528.9,15021.4,14728.4,14888.0,14872.0,14704.6,19198.6,13918.3,15245.4,15616.7,19596.4,24212.6,3035.7,0.0,14042.3,5594.4,13639.7,11371.3,8628.5,14442.9,14773.5,14936.4,19206.5,19171.3,14690.0,13031.1,11672.0,14389.4,14549.3,14793.5,14306.2,12300.2,12255.3,19050.2
2306.0,224084.6,8280.6,1167.7,1018.4,1335.3,1136.3,654.5,1017.6,708.7,1340.2,1141.4,677.1,1103.0,756.6,1780.4,1272.9,988.6,1148.2,1123.5,964.8,8040.3,439.9,1496.9,2154.9,8438.1,21348.8,17010.6,14094.8,0.0,13786.7,1097.2,12580.7,22603.4,568.7,1033.7,1187.9,8048.2,8013.0,8561.1,18773.0,2634.7,649.6,809.5,1053.7,566.4,5045.4,5052.0,7891.9
15509.9,215677.6,19578.2,14572.2,14431.6,14748.5,14540.8,14059.0,14422.1,14022.3,13607.3,14554.6,14143.5,14507.5,14161.1,15193.6,14686.1,14393.1,14552.7,14536.7,14369.3,19337.9,13583.0,14910.1,15568.1,19735.7,28656.8,7503.1,5592.0,13707.0,0.0,13779.0,6139.9,13095.9,14107.6,14438.2,14601.1,19345.8,19310.6,10343.4,17475.3,11336.7,14054.1,14214.0,14458.2,13970.9,14117.7,14124.3,19189.5
1876.8,223552.9,7851.4,1774.5,1499.7,1801.7,1757.0,1532.1,1710.8,428.7,441.9,1606.4,1121.8,1728.2,1634.2,2142.9,1739.3,1617.9,1768.9,1589.9,1582.4,7611.1,906.2,1963.3,2122.9,8008.9,20919.6,16555.4,13639.6,1082.0,13805.1,0.0,13144.7,22148.2,1111.0,1869.8,1567.0,7619.0,7583.8,9125.1,18241.3,3198.7,1527.2,1687.1,1889.8,1444.0,4513.7,4520.3,7462.7
14548.8,221438.6,19667.5,13442.5,13301.9,13618.8,13411.1,12929.3,13292.4,12892.6,13237.4,13424.9,13013.8,13377.8,13031.4,14063.9,13556.4,13263.4,13423.0,13407.0,13239.6,19427.2,12453.3,13780.4,14438.4,19825.0,32735.7,13264.1,11353.0,12577.3,6084.2,13123.8,0.0,18856.9,12977.9,13308.5,13471.4,19435.1,19399.9,4448.1,23250.6,10207.0,12924.4,13084.3,13328.5,12841.2,14207.0,14213.6,19278.8
23955.3,205676.0,28023.6,23492.2,23351.6,23668.5,23460.8,22979.0,23342.1,22483.3,22052.7,23474.6,23063.5,23427.5,23081.1,24113.6,23606.1,23313.1,23472.7,23456.7,23289.3,27783.3,22503.0,23830.1,24201.4,28181.1,25841.8,6267.1,8750.4,22627.0,13172.8,22224.4,18949.7,0.0,23027.6,23358.2,23521.1,27791.2,27756.0,23153.2,14837.2,20256.7,22974.1,23134.0,23378.2,22890.9,20884.9,20840.0,27634.9
1869.2,224343.0,7876.2,755.0,547.9,860.0,737.5,616.2,691.3,752.2,1582.4,670.9,117.6,708.7,605.4,1305.1,797.6,598.4,749.4,648.2,562.9,7635.9,769.3,1021.6,1679.6,8033.7,20944.4,17345.5,14429.7,554.4,14145.9,1140.7,12939.9,22938.3,0.0,850.3,717.4,7643.8,7608.6,8920.3,19031.4,2993.9,428.4,590.6,870.3,407.9,5303.8,5310.4,7487.5
1840.8,224940.0,7980.9,284.1,534.4,784.6,218.3,481.3,201.0,1485.5,2195.6,792.0,787.0,210.8,405.4,1276.7,736.4,310.7,222.0,605.0,311.7,7740.6,1302.8,867.8,1651.2,8138.4,21279.6,17866.0,14950.2,1070.2,14642.1,1874.0,13436.1,23458.8,855.1,0.0,874.5,7748.5,7713.3,9416.5,19628.4,3490.1,553.0,389.3,89.1,605.8,5900.8,5907.4,7592.2
1194.2,224991.4,7334.3,654.8,452.3,359.4,745.7,946.2,752.0,1279.9,2062.4,60.6,665.3,727.8,847.9,795.5,304.8,617.5,718.0,260.0,634.1,7094.0,1354.2,501.0,1167.4,7491.8,20633.0,17917.4,15001.6,1121.6,14693.5,1620.7,13487.5,23510.2,733.4,883.6,0.0,7101.9,7066.7,9467.9,19679.8,3541.5,826.1,775.7,890.7,858.5,5952.2,5958.8,6945.6
6310.5,221277.9,373.5,7636.2,7501.1,7203.5,7727.1,7965.6,7800.8,7525.5,7978.1,7302.4,7454.0,7759.7,7896.7,6677.0,7159.3,7666.3,7699.4,7289.9,7682.9,1011.6,8003.0,7141.9,6282.0,593.7,17112.8,22187.6,19271.8,7892.1,19437.3,7536.4,19407.7,27780.4,7534.0,7865.0,7276.8,0.0,418.5,15388.1,23873.5,10347.5,7777.8,7824.5,7872.1,7777.8,10145.9,10152.5,165.5
6276.5,220984.7,544.9,7602.2,7467.1,7169.5,7693.1,7931.6,7766.8,7491.5,7944.1,7268.4,7420.0,7725.7,7862.7,6643.0,7125.3,7632.3,7665.4,7255.9,7648.9,718.4,7969.0,7107.9,6248.0,764.3,16819.6,22153.6,19237.8,7858.1,19403.3,7502.4,19373.7,27746.4,7500.0,7831.0,7242.8,362.3,0.0,15354.1,23839.5,10313.5,7743.8,7790.5,7838.1,7743.8,10111.9,10118.5,370.0
10478.1,225631.5,15596.8,9371.8,9231.2,9548.1,9340.4,8858.6,9221.7,8821.9,9166.7,9354.2,8943.1,9307.1,8960.7,9993.2,9485.7,9192.7,9352.3,9336.3,9168.9,15356.5,8382.6,9709.7,10367.7,15754.3,28665.0,17457.0,14710.4,8506.6,10277.1,9053.1,4355.9,23049.8,8907.2,9237.8,9400.7,15364.4,15329.2,0.0,22067.0,6136.3,8853.7,9013.6,9257.8,8770.5,10136.3,10142.9,15208.1
19509.0,205365.8,23549.1,19212.9,19061.9,19363.9,19181.5,18699.7,19062.8,18037.0,17606.4,19180.9,18684.0,19148.2,18801.8,19775.1,19301.5,19033.8,19193.4,19152.1,19010.0,23308.8,18073.8,19525.5,19755.1,23706.6,11235.7,13045.5,13046.7,18347.7,17502.0,17778.1,22907.5,14671.8,18635.1,19078.9,19199.2,23316.7,23281.5,21399.4,0.0,18144.0,18694.8,18854.7,19098.9,18611.6,13623.9,13579.0,23160.4
4520.4,223759.4,10495.0,3414.1,3273.5,3590.4,3382.7,2900.9,3264.0,2864.2,3209.0,3396.5,2985.4,3349.4,3003.0,4035.5,3528.0,3235.0,3394.6,3378.6,3211.2,10254.7,2424.9,3752.0,4410.0,10652.5,23563.2,14593.0,11677.2,2548.9,11369.1,3095.4,10163.1,20185.8,2949.5,3280.1,3443.0,10262.6,10227.4,6143.5,18789.5,0.0,2896.0,3055.9,3300.1,2812.8,5743.2,5749.8,10106.3
1868.1,224529.7,8008.2,571.8,499.6,858.9,540.4,187.8,421.7,1126.4,1785.3,792.2,481.5,507.1,195.1,1304.0,796.5,387.7,552.3,647.1,363.9,7767.9,892.5,1020.5,1678.5,8165.7,21231.9,17455.7,14539.9,659.9,14231.8,1514.9,13025.8,23048.5,500.1,518.3,874.7,7775.8,7740.6,9006.2,19218.1,3079.8,0.0,209.9,538.3,94.2,5490.5,5497.1,7619.5
1787.9,224627.1,7928.0,458.0,419.4,778.7,426.6,225.3,307.9,1247.5,1882.7,712.0,548.3,393.3,109.4,1223.8,716.3,280.3,438.5,566.9,256.5,7687.7,989.9,940.3,1598.3,8085.5,21226.7,17553.1,14637.3,757.3,14329.2,1636.0,13123.2,23145.9,591.7,426.1,794.5,7695.6,7660.4,9103.6,19315.5,3177.2,177.3,0.0,446.1,230.1,5587.9,5594.5,7539.3
1825.0,224985.6,7965.1,321.3,583.0,768.8,276.4,526.9,239.2,1523.7,2241.2,838.3,825.2,272.8,451.0,1260.9,720.6,348.9,284.0,651.3,349.9,7724.8,1348.4,852.0,1635.4,8122.6,21263.8,17911.6,14995.8,1115.8,14687.7,1912.2,13481.7,23504.4,893.3,64.8,920.8,7732.7,7697.5,9462.1,19674.0,3535.7,598.6,434.9,0.0,651.4,5946.4,5953.0,7576.4
1938.5,224441.1,8078.6,650.4,570.0,929.3,619.0,221.0,500.3,1055.4,1696.7,848.6,420.6,585.7,268.1,1374.4,866.9,458.1,630.9,717.5,434.3,7838.3,803.9,1090.9,1748.9,8236.1,21219.4,17367.1,14451.3,571.3,14143.2,1443.9,12937.2,22959.9,428.7,569.7,922.5,7846.2,7811.0,8917.6,19129.5,2991.2,92.4,280.3,589.7,0.0,5401.9,5408.5,7689.9
6224.9,219360.6,10265.0,5928.8,5777.8,6079.8,5897.4,5415.6,5778.7,4752.9,4322.3,5896.8,5399.9,5864.1,5517.7,6491.0,6017.4,5749.7,5909.3,5868.0,5725.9,10024.7,4789.7,6241.4,6471.0,10422.5,21214.2,15033.0,12117.2,5063.6,14091.2,4494.0,14061.6,20625.8,5351.0,5794.8,5915.1,10032.6,9997.4,10042.0,14049.0,5687.4,5410.7,5570.6,5814.8,5327.5,0.0,108.0,9876.3
6228.1,219284.7,10268.2,5932.0,5781.0,6083.0,5900.6,5418.8,5781.9,4756.1,4325.5,5900.0,5403.1,5867.3,5520.9,6494.2,6020.6,5752.9,5912.5,5871.2,5729.1,10027.9,4792.9,6244.6,6474.2,10425.7,21208.7,14957.1,12041.3,5066.8,14094.4,4497.2,14064.8,20549.9,5354.2,5798.0,5918.3,10035.8,10000.6,10045.2,13973.1,5690.6,5413.9,5573.8,5818.0,5330.7,44.9,0.0,9879.5
6153.4,221219.1,459.8,7479.1,7344.0,7046.4,7570.0,7808.5,7643.7,7368.4,7821.0,7145.3,7296.9,7602.6,7739.6,6519.9,7002.2,7509.2,7542.3,7132.8,7525.8,952.8,7845.9,6984.8,6124.9,680.0,17054.0,22030.5,19114.7,7735.0,19280.2,7379.3,19250.6,27623.3,7376.9,7707.9,7119.7,227.4,359.7,15231.0,23716.4,10190.4,7620.7,7667.4,7715.0,7620.7,9988.8,9995.4,0.0
