0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0.0,4519004.0,118589.5,22052.9,21132.4,17068.9,22840.5,25939.7,24129.9,27710.3,32719.3,16496.7,24225.7,23128.7,24964.0,9967.2,16758.3,22856.8,22603.8,18718.7,23158.2,118211.9,33424.4,15965.3,6758.9,120486.2,383443.3,374269.1,312049.5,29567.9,290675.9,27969.6,258861.6,488572.8,25027.0,24134.2,16259.4,115619.8,115141.0,198728.8,389291.3,73043.0,24994.6,24341.3,24760.7,25489.7,96996.8,97105.3,113565.5
4512762.0,0.0,4465696.0,4532810.0,4528693.0,4527826.0,4533597.5,4585295.0,4588464.0,4571874.5,4562535.5,4526270.5,4581263.0,4531421.0,4585987.0,4520724.0,4527515.5,4530365.5,4533361.0,4529476.0,4588029.5,4448942.0,4574499.0,4526722.5,4515018.5,4468871.5,4171178.5,4348305.5,4411314.0,4579146.0,4478030.5,4566667.5,4582402.5,4248789.5,4579986.0,4589806.0,4525896.0,4462917.5,4459517.0,4658771.5,4193163.8,4576671.0,4584644.5,4586541.0,4590024.0,4583854.0,4486450.0,4486085.0,4464014.0
120037.3,4472643.0,0.0,127276.5,126356.0,122292.5,128064.1,140155.2,129353.4,138921.3,143930.2,123365.3,135436.7,128352.3,130187.6,114333.0,121981.9,128080.4,127827.4,123942.3,128381.8,17182.9,144635.3,121188.9,108587.4,3436.6,334754.2,477173.8,414954.2,140778.9,393580.6,139180.6,374948.0,591477.4,136237.9,129357.8,133171.0,3546.1,6415.8,314815.3,492195.9,184254.0,138543.7,129564.9,129984.2,138512.4,199901.5,200009.9,5132.4
21751.9,4594999.0,128469.1,0.0,3109.5,6083.6,787.6,6142.6,1890.1,15368.7,24985.9,5695.0,6707.6,1075.8,4360.6,13373.5,5723.0,2163.7,550.9,3680.6,2468.9,128091.5,16483.4,7593.0,18601.7,130365.8,404349.8,378923.2,316703.6,12411.2,285827.6,20236.2,243352.8,493226.8,7390.7,2081.3,6383.6,125499.4,125020.6,183220.1,396686.7,57534.3,4960.3,3797.0,2894.3,5487.6,104392.3,104500.7,123445.1
21338.2,4592963.0,128055.5,3424.8,0.0,5400.1,4187.0,5603.0,4108.7,12287.5,21904.7,3466.7,3726.8,3891.1,4627.3,12959.9,4885.2,2835.7,4226.5,2998.6,2821.5,127677.8,14447.0,7954.8,18188.0,129952.1,400125.8,376886.8,314667.3,10374.8,283791.3,17155.0,241316.5,491190.5,4409.9,5430.2,4191.4,125085.7,124607.0,181183.8,394650.3,55497.9,4657.9,4004.6,5648.2,4797.7,102356.0,102464.4,123031.5
16756.0,4534914.0,123473.2,5860.1,5170.9,0.0,6647.7,9978.1,7750.2,16527.3,26144.5,3700.3,9043.8,6935.9,9002.5,8377.6,521.5,6895.3,6411.0,2757.2,7196.7,123095.6,19526.8,2060.8,13605.7,125369.8,399353.8,381966.6,319747.0,15454.6,288871.0,21394.9,246396.2,496270.2,9681.3,7941.4,3463.1,120503.4,120024.7,186263.5,399730.1,60577.7,9033.0,8379.8,8567.9,9528.1,107435.7,107544.1,118449.2
23209.2,4594038.5,129926.5,1430.5,3722.2,6768.5,0.0,5739.1,1169.2,14964.2,24581.4,6453.2,6413.7,326.7,3748.1,14830.9,6407.9,1650.6,1012.2,4589.7,1955.8,129548.8,15522.7,8277.9,20059.0,131823.1,405807.1,377962.5,315742.9,11450.5,284866.9,19831.8,242392.1,492266.1,7096.8,1650.9,7141.8,126956.7,126477.9,182259.4,395726.0,56573.6,4352.6,3184.5,2210.7,4879.8,103431.6,103540.0,124902.5
26022.6,4591342.0,132739.8,5242.5,5974.6,10084.4,4887.6,0.0,3721.4,13328.3,29570.7,9211.6,5965.1,4508.0,1104.4,17644.2,9569.6,3644.8,4927.1,7682.9,3447.2,132362.2,12826.3,12639.1,22872.4,134636.5,404864.4,375266.1,313046.6,8754.2,282170.6,22276.5,239695.8,489569.8,6690.0,4921.2,9900.1,129770.1,129291.3,179563.1,393029.6,53877.3,2325.4,2017.2,5139.2,2265.0,100735.3,100843.7,127715.8
23526.0,4594350.0,130243.2,2195.0,3795.6,7587.8,1771.9,4246.6,0.0,14565.2,32578.4,6715.0,6014.6,1392.2,2859.0,15147.6,7072.9,1351.1,1811.4,5050.1,1361.1,129865.6,15834.0,9445.5,20375.7,132139.8,406123.8,378273.8,316054.2,11761.8,285178.2,19432.7,242703.4,492577.4,6697.8,1740.4,7403.5,127273.4,126794.7,182570.7,396037.3,56884.9,3861.7,2353.4,2243.4,4334.8,103742.9,103851.3,125219.2
26982.2,4576796.5,138806.2,14945.0,12288.7,16207.6,14775.7,16916.3,14237.0,0.0,10103.7,14061.4,8299.9,14479.8,17608.5,23767.4,15692.7,13424.4,14815.2,13806.1,13104.9,138428.6,6120.8,18762.3,30612.6,140702.9,403659.9,363461.9,301242.4,7223.6,279169.4,5354.1,236694.6,477765.6,7979.6,15713.6,14863.3,135836.5,135357.7,176561.9,378484.1,50876.1,11867.1,13210.2,15931.6,10958.5,86189.7,86298.1,133782.2
32261.4,4567874.0,144085.4,24755.4,22099.1,26018.0,24586.1,29124.2,32293.3,9810.4,0.0,24095.8,18110.4,24290.2,29816.4,36085.4,25503.2,23234.8,24625.6,23616.5,22915.4,143707.8,18328.7,28572.7,35891.8,145982.1,408939.2,354539.4,292319.8,22975.6,270946.2,4701.8,238425.9,468843.1,17790.0,33635.6,25040.9,141115.7,140636.9,178293.2,369561.6,52607.4,28473.9,30370.3,33853.6,27683.6,77267.2,77375.6,139061.4
16405.9,4595466.5,123123.2,5546.2,3993.9,3582.7,7069.6,8801.1,6991.3,14094.8,23711.9,0.0,6230.5,6773.7,7825.4,10368.1,3271.6,5718.3,6097.1,2483.9,6019.7,122745.5,16950.7,5363.7,15437.9,125019.8,399003.8,379390.5,317171.0,12878.6,286295.0,18962.3,243820.2,493694.2,6913.7,7627.5,724.7,120153.4,119674.7,183687.5,397154.0,58001.7,7856.0,7202.7,8707.2,7702.6,104859.7,104968.1,118099.2
24708.1,4586415.0,135323.0,6892.6,4851.0,8769.9,6723.3,5459.3,6184.5,8583.2,18200.4,6623.8,0.0,6427.4,5439.8,16329.8,8255.1,5371.9,6762.8,6368.5,5052.5,134945.4,11630.9,11324.7,21557.9,137219.7,400176.8,374070.7,311851.1,7558.7,280975.1,13450.7,238500.3,488374.3,788.4,7661.2,7198.9,132353.3,131874.5,178367.6,388102.6,52681.8,3847.8,5190.9,7879.2,3712.6,95808.2,95916.6,130299.1
23127.3,4593712.0,129844.5,1628.7,3384.6,6372.7,1003.2,4683.8,842.5,14783.5,31940.4,6316.3,6232.9,0.0,3421.4,14748.9,5995.5,1513.7,1042.7,4608.6,1579.4,129466.9,15196.0,8689.1,19977.1,131741.2,405725.2,377635.8,315416.2,11123.8,284540.2,19651.0,242065.4,491939.4,6916.1,2115.4,7004.8,126874.8,126396.0,181932.7,395399.3,56246.9,4025.8,2857.8,2675.3,4553.1,103104.9,103213.3,124820.5
25129.9,4591699.0,131847.1,4987.9,5081.8,9191.7,4633.0,1391.4,3466.7,13685.0,29927.5,8318.9,5587.6,4253.3,0.0,16751.5,8676.9,3301.4,4672.5,6790.2,3103.8,131469.5,13183.1,11746.4,21979.6,133743.8,407727.8,375622.9,313403.3,9110.9,282527.3,22633.2,240052.5,489926.5,5829.8,4573.2,9007.4,128877.4,128398.6,179919.8,393386.4,54234.0,1922.6,1573.5,4791.2,2052.3,101092.0,101200.4,126823.1
9515.8,4527674.0,113647.0,13914.7,12994.2,8930.7,14702.3,17801.5,15991.7,24350.7,35632.7,10720.5,16867.2,14990.5,16825.8,0.0,8620.1,14718.7,14465.6,10580.5,15020.0,113269.4,27350.1,7827.1,5393.5,115543.7,392113.7,389789.9,327570.3,23277.9,296694.3,30883.1,254219.6,504093.6,17504.7,15996.0,10483.2,110677.3,110198.5,194086.8,405063.0,68401.0,16856.4,16203.1,16622.5,17351.5,112768.6,112877.1,108623.0
16538.5,4534697.0,123255.7,5416.9,4649.4,525.5,6204.5,9456.6,7307.1,16005.8,25623.0,3178.8,8522.3,6492.7,8480.9,8160.1,0.0,6373.8,5967.8,2235.6,6675.2,122878.1,19005.2,3155.0,13388.3,125152.4,399136.4,381445.0,319225.5,14933.1,288349.5,20873.4,245874.7,495748.7,9159.8,7498.2,2941.5,120286.0,119807.2,185742.0,399208.5,60056.2,8511.5,7858.2,8124.7,9006.6,106914.2,107022.6,118231.7
