0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0.0,28529.8,26225.7,22827.4,24117.2,17883.2,24074.4,18918.9,21232.0,24628.8,21515.8,22735.0,23781.4,24451.1,18195.9,20593.7,23739.8,26852.1,27527.6,13012.8,24067.3,23917.4,29431.4,18492.8,25991.3,22196.4,20116.3,21870.1,115663.8,127240.3,115767.7,119832.1,105074.3,30621.8,9651.6,31993.6,46879.0,185798.5,263599.1,198560.3,184635.8,97506.6,530405.9,374780.7,373780.9,322321.1,95878.1,292885.4,252356.8
27672.1,0.0,1796.6,9409.1,9899.3,11654.9,9532.7,10308.8,7040.0,5369.3,6933.6,8980.1,4488.8,7052.2,9992.6,10074.4,8336.5,6059.0,709.0,15456.1,4542.9,5425.1,14260.8,10551.5,5574.2,5720.4,8297.2,6412.4,137029.9,148606.4,137133.8,141198.2,126440.4,17561.0,18472.6,16644.5,46482.8,207164.6,284965.2,175259.9,184239.6,97110.3,527268.3,396146.8,370643.2,309681.1,91183.7,280245.4,251960.6
26470.6,1829.0,0.0,8119.7,8099.6,10453.5,7684.1,9107.3,5838.5,5185.9,5732.2,7690.7,2652.2,6557.8,8791.2,8873.0,7047.1,6038.3,1738.4,14254.7,2897.6,5143.2,15687.1,8866.6,5553.5,4519.0,7095.8,5123.0,136192.1,147768.7,136296.0,140360.4,125602.6,18324.8,17271.2,17408.3,47909.1,206326.8,284127.5,176686.2,185665.9,98536.6,528694.6,395309.0,372069.5,311107.4,92610.0,281671.7,253386.9
22785.8,9530.6,8213.6,0.0,1655.0,4881.9,1612.2,3947.8,4108.8,4223.8,4786.7,345.1,6366.5,2474.2,4663.9,1657.7,1705.4,6785.8,8917.8,10569.9,6197.1,3728.1,22485.9,11660.2,5705.0,4610.8,7414.8,3257.0,126577.2,138153.8,126681.1,130745.5,115987.7,25567.9,13586.3,24651.4,54707.9,196712.0,285539.5,183485.0,192464.7,105335.5,535493.4,396721.1,378868.4,317906.3,99408.8,288470.6,260185.8
24142.9,8473.4,7866.5,1397.1,0.0,6239.1,701.6,5304.9,5204.6,3491.8,5714.7,1472.6,6420.1,1742.2,5779.9,2773.6,1689.0,5897.3,7860.6,11927.0,6250.6,3266.3,22843.6,12588.2,4816.5,5538.8,8342.8,3675.1,127934.4,139511.0,128038.3,132102.7,117344.9,34209.8,14943.5,33293.2,55065.6,198069.1,286896.7,183842.7,192822.4,105693.2,535851.1,398078.2,379226.1,318263.9,99766.5,288828.3,260543.4
17903.9,11755.4,10438.3,5617.1,6906.9,0.0,6864.1,1693.8,4885.2,8282.0,5169.1,5524.7,7646.8,7314.8,1849.2,3390.9,6367.9,10505.4,11142.5,5687.9,7477.4,7570.7,18780.8,9342.9,9644.6,5849.7,5161.3,5523.4,121695.3,133271.9,121799.2,125863.6,111105.8,25950.2,8704.4,25033.7,56932.7,191830.0,280657.6,185709.8,194689.5,107560.2,537718.2,391839.2,381093.2,320131.0,101633.6,290695.3,262410.5
24293.6,8036.2,7429.2,1552.3,477.9,6389.8,0.0,5455.7,4767.4,3054.5,5863.7,1587.0,5982.8,1304.9,5894.3,2888.0,1450.1,5460.1,7423.3,12077.7,5813.4,2829.1,22406.4,12106.1,4379.3,4974.9,7948.5,3726.5,128085.1,139661.7,128189.0,132253.4,117495.6,33772.6,15094.2,32856.0,54628.4,198219.8,287047.4,183405.5,192385.2,105255.9,535413.9,398228.9,378788.8,317826.7,99329.3,288391.0,260106.2
18775.5,10423.7,9106.7,4127.1,5417.0,1619.5,5374.2,0.0,3553.6,6986.2,3837.4,4034.7,6315.1,5212.5,1496.2,1754.5,4074.6,9209.5,9810.8,6559.6,6145.7,6274.8,17449.1,9657.0,8348.7,4518.0,5020.0,4227.5,122567.0,134143.5,122670.9,126735.3,111977.5,24618.6,9576.1,23702.0,55601.0,192701.7,281529.3,184378.1,193357.8,106228.6,536386.5,392710.8,379761.5,318799.3,100301.9,289363.7,261078.8
21115.4,6904.5,5587.4,4672.3,5361.0,5098.2,4766.7,3752.1,0.0,4240.3,1121.6,4272.6,2795.9,4110.1,3436.0,2843.2,3800.7,6781.2,6291.6,8899.5,2626.5,3576.3,14790.2,7995.1,5602.8,982.1,3181.1,1775.8,124906.9,136483.4,125010.7,129075.2,114317.4,21959.7,11915.9,21043.1,52081.7,195041.6,279227.1,180858.8,189838.5,102709.3,532867.3,390408.6,376242.2,315280.1,96782.6,285844.4,257559.6
24737.1,6398.8,5351.4,4576.5,3896.7,8751.1,3481.1,7080.9,4624.5,0.0,5797.5,4415.5,5189.5,2354.8,7057.7,5161.0,3252.1,2522.7,5786.0,12521.2,5243.5,1150.3,19067.3,11252.1,1362.5,5122.5,9190.1,3583.7,128528.6,140105.1,128632.5,132696.9,117939.1,30433.5,15537.7,29517.0,51289.3,198663.3,287490.9,180066.4,189046.1,101916.9,532074.9,398672.4,375449.8,314487.7,95990.2,285052.0,256767.2
